-2.907242567301094108e-03 4.783703294888432683e-02 5.285115385834462387e-01
-2.213572508396606797e-01 3.468294067869598374e-01 3.894313163650174880e-01
2.673063962503587424e-02 7.154197910246323788e-03 5.473655579705213325e-01
-1.915527594265199474e-01 3.062407087977384590e-01 4.078737675335722401e-01
5.637187578794976284e-02 -3.358951620150041339e-02 5.660875206776977420e-01
-1.616892157668089192e-01 2.658201161616912667e-01 4.264396198219299050e-01
8.611398944777245990e-02 -7.426798810116194693e-02 5.849832599827625712e-01
-1.317823179007330536e-01 2.254333804353592929e-01 4.454203773845664127e-01
1.159445258534600731e-01 -1.149492567754911432e-01 6.039510606139056881e-01
-1.019780508767093447e-01 1.849866664115552006e-01 4.642343308074109998e-01
-1.008250121863093068e-01 1.172076576192604691e-01 5.258607093973711732e-01
-3.195051527712451933e-01 4.157179547162305755e-01 3.869336686649949009e-01
-7.116197723008681197e-02 7.648347236290103934e-02 5.445950736981527429e-01
-2.897577099531056244e-01 3.750347971652895906e-01 4.054707595104824480e-01
-4.146400778579708429e-02 3.584684095982985236e-02 5.635653736259800262e-01
-2.598568531181799646e-01 3.346160903673033316e-01 4.242908493800935377e-01
-1.182259197650812818e-02 -4.854733979429973721e-03 5.824153224035781840e-01
-2.299997905618868521e-01 2.940861135838570561e-01 4.427372811645260420e-01
1.791167435709517183e-02 -4.551493879145362270e-02 6.013035020931598584e-01
-2.001333927963785397e-01 2.537450810656213251e-01 4.615579766012727347e-01
4.759319276340285426e-02 -8.628199240553850735e-02 6.200841211700955924e-01
-1.703067895848260904e-01 2.132608069497351211e-01 4.802544254069545659e-01
7.738274300586728272e-02 -1.269516467577788965e-01 6.390096555362633213e-01
-1.404414234588067245e-01 1.728504712281873634e-01 4.991877488313532507e-01
-1.393819281860978476e-01 1.051556201428319598e-01 5.609552743691279542e-01
-3.579017176841325365e-01 4.032881081063985351e-01 4.213519705470910592e-01
-1.096860525423185989e-01 6.457496506069937414e-02 5.797910132103132330e-01
-3.282046013708494470e-01 3.628997637597385362e-01 4.405454485806848397e-01
-7.998951015296296152e-02 2.388707452374299461e-02 5.986904447131113916e-01
-2.983620454331674110e-01 3.223955987840239623e-01 4.591427338110551926e-01
-5.031124931633871450e-02 -1.678776596151839579e-02 6.175568297354445679e-01
-2.684613003693484545e-01 2.819770972766504347e-01 4.776719104562066054e-01
-2.064733359079016714e-02 -5.747662364680236613e-02 6.363214899529815449e-01
-2.385590162910435630e-01 2.416036135514336713e-01 4.964052342846844157e-01
9.092524416334159254e-03 -9.831022994878790833e-02 6.551415459765297378e-01
-2.087534974828750001e-01 2.011703444734684598e-01 5.151639051464506069e-01
3.888738965004392978e-02 -1.389577409151387943e-01 6.741675510808921024e-01
-1.788528560832216840e-01 1.607733469266048321e-01 5.342052202102589575e-01
-1.779455035920085859e-01 9.335594485484995098e-02 5.960890099170190748e-01
-3.965238072189708474e-01 3.912478266450891140e-01 4.565992861748596754e-01
-1.482498856244768848e-01 5.263620887813274390e-02 6.149286736484910199e-01
-3.667762812358861813e-01 3.509249985627395652e-01 4.756483505320089344e-01
-1.184956884461001447e-01 1.197401779659785712e-02 6.338243686376233699e-01
-3.368278001359328866e-01 3.102579861433910624e-01 4.941104129063889627e-01
-8.878155345914508223e-02 -2.874154452717447503e-02 6.526209271560728942e-01
-3.068912425690871748e-01 2.698061751286386922e-01 5.125943673292161495e-01
-5.906711805647764379e-02 -6.937780092414616573e-02 6.715898559424202663e-01
-2.770319243079451543e-01 2.294430424528335621e-01 5.314563841818289447e-01
-2.933514093369024578e-02 -1.102061070739085713e-01 6.904096103234567128e-01
-2.471758856884002098e-01 1.889884213264872437e-01 5.501157693541234295e-01
4.284191610838178669e-04 -1.508783906965996402e-01 7.094038571770332480e-01
-2.172690237014369974e-01 1.486164722198038968e-01 5.691448113055866953e-01
-2.165704546680304043e-01 8.143418478127377458e-02 6.311180407441649987e-01
-4.350547111661079991e-01 3.790989566859486182e-01 4.915365837165290852e-01
-1.868058122924698972e-01 4.071558847121781871e-02 6.501039471761017596e-01
-4.053063619714251664e-01 3.388599604214471706e-01 5.107269126871026854e-01
-1.570779877814177383e-01 3.230616953166821632e-05 6.690308556947482943e-01
-3.753895182722796209e-01 2.982420234772963363e-01 5.291600826083974196e-01
-1.273538315964612977e-01 -4.061896325781993305e-02 6.879193938368397543e-01
-3.455055560338652354e-01 2.577732530423795243e-01 5.479789768420114671e-01
-9.760393521379807924e-02 -8.128137542794695858e-02 7.068572474737526701e-01
-3.155592753253428917e-01 2.173078883551768925e-01 5.664128246221615814e-01
-6.787330765314486536e-02 -1.220943265371980252e-01 7.257386080973829978e-01
-2.855693454633874140e-01 1.769040474703804655e-01 5.852358024517432256e-01
-3.799360630849177300e-02 -1.627705508192327788e-01 7.448959557578024304e-01
-2.556441924424744383e-01 1.364827285459760953e-01 6.041269362768371121e-01
-2.551732451509128308e-01 6.944128659260660752e-02 6.663493831318133553e-01
-4.733993164601372761e-01 3.667658191094761988e-01 5.260845035736783082e-01
-2.253951427326871260e-01 2.877606407269100997e-02 6.854225307540751100e-01
-4.440865017579597174e-01 3.268510122242085369e-01 5.462734571693911301e-01
-1.956384941653157294e-01 -1.195954768928959334e-02 7.043046316193727341e-01
-4.140347096339706545e-01 2.860901626582179613e-01 5.643471233198695813e-01
-1.659167177123438697e-01 -5.255533754559231496e-02 7.231678453523827654e-01
-3.840566879323948912e-01 2.456792298456363377e-01 5.831663252688551458e-01
-1.361105952171639266e-01 -9.331252097407329027e-02 7.422284806285122105e-01
-3.541050958368203716e-01 2.053345356606044447e-01 6.021222254445668387e-01
-1.063827205648086305e-01 -1.340357269324289335e-01 7.612898664441970498e-01
-3.240897214827175299e-01 1.647973347157332402e-01 6.206224600668657221e-01
-7.650083068183063939e-02 -1.747846128680258793e-01 7.803601466607715809e-01
-2.941339280610348328e-01 1.244663398196732135e-01 6.394278830730247831e-01
-2.938144039747215275e-01 5.740217627559413699e-02 7.014807125575780455e-01
-5.122290724619066316e-01 3.548526929703898491e-01 5.612830810765554457e-01
-2.640439273233895490e-01 1.682910313201579564e-02 7.204938897420543054e-01
-4.823019858798172632e-01 3.143429283380800854e-01 5.799316444034655627e-01
-2.343197726280550897e-01 -2.385464584016165276e-02 7.394933762945186118e-01
-4.526137834283182060e-01 2.740108727956500068e-01 5.994022056378996988e-01
-2.044916237719660024e-01 -6.453702894006252411e-02 7.584887560702839870e-01
-4.227096985601602741e-01 2.336233458953030639e-01 6.184446726960848295e-01
-1.746949464471578561e-01 -1.052594306916221911e-01 7.775466549986309595e-01
-3.925454521456225310e-01 1.931170269533799277e-01 6.367629770928810995e-01
-1.448807876355795443e-01 -1.460280448309750345e-01 7.964318259914402454e-01
-3.627081970179468207e-01 1.527769117105227670e-01 6.558794650840803486e-01
-1.150602765467616945e-01 -1.868863129360810449e-01 8.155340166840906457e-01
-3.326641240724724224e-01 1.123163651468102736e-01 6.747005587616961009e-01
