5.400514130992611905e-02 1.654796858449488206e-01 3.867125311988923175e-01
8.359050077233848297e-02 1.249038254584034086e-01 4.054662307147928746e-01
1.131807085293051462e-01 8.420134532050427278e-02 4.242785447253764053e-01
-1.059692894514834699e-01 3.833715780661896000e-01 2.847645760521304581e-01
1.426701722022172547e-01 4.347110806322870141e-02 4.429272021856707209e-01
-7.597793197210610250e-02 3.428621763945812195e-01 3.035164136091001996e-01
1.722173162132457080e-01 2.722768215327293732e-03 4.615909348623844499e-01
-4.611542806910556153e-02 3.024769885295798821e-01 3.222453544285659444e-01
2.018432549959493227e-01 -3.797884787992811262e-02 4.803489676466708991e-01
-1.634976763053406709e-02 2.619449387621242686e-01 3.409307378798814847e-01
2.315593261056526353e-01 -7.865514107379570352e-02 4.991831566211977766e-01
1.362022576836249832e-02 2.215264017367252758e-01 3.598032085314619710e-01
1.519794068489051068e-02 1.533228526238460954e-01 4.213167200404262513e-01
-2.034545138687251509e-01 4.493794988893287656e-01 2.784920462723513013e-01
4.480856756986963119e-02 1.126832162861667874e-01 4.400664848188830525e-01
-1.740971627665695853e-01 4.107771152886567356e-01 2.994332739669261501e-01
7.441972255407550141e-02 7.197435214729408504e-02 4.588100168657771039e-01
-1.443870089167971493e-01 3.710945362057285202e-01 3.194905301943062881e-01
1.040258452155024965e-01 3.131240793484086488e-02 4.776246208925671866e-01
-1.145502103995088838e-01 3.306045116943247542e-01 3.381076262301175306e-01
1.336046916880971880e-01 -9.357506784214054615e-03 4.963637501130704899e-01
-8.467994176689118413e-02 2.901634748960834065e-01 3.568901066589950655e-01
1.632694863959971987e-01 -5.007834226671849936e-02 5.151658025058736268e-01
-5.481582535434913889e-02 2.497225159954729323e-01 3.757098858164633071e-01
1.930942603027562543e-01 -9.063747229220341095e-02 5.341006072916403280e-01
-2.493276953053773920e-02 2.093065532091042125e-01 3.945192476819988636e-01
-2.350087203466263638e-02 1.412352572136709172e-01 4.560497359399018902e-01
-2.421280305947396960e-01 4.389413376389008081e-01 3.155443863702896423e-01
6.152489850860390526e-03 1.006053739065850966e-01 4.748656511404467095e-01
-2.127154543190850344e-01 3.996202542916641454e-01 3.358970889930202874e-01
3.571765640877268277e-02 5.992379202059508470e-02 4.936661590365577501e-01
-1.828510253004144714e-01 3.589449679348598043e-01 3.543774751975118931e-01
6.539749723087268096e-02 1.925473623640221524e-02 5.124204939416586724e-01
-1.530342525647525875e-01 3.184916412699529409e-01 3.730898091714955900e-01
9.502592108431921758e-02 -2.142252183117440006e-02 5.312394141506845413e-01
-1.231477185906007382e-01 2.780159153743626543e-01 3.917723092038519206e-01
1.247154789980921136e-01 -6.212224225652018123e-02 5.500505275792904047e-01
-9.329998692660121384e-02 2.375823254146035290e-01 4.105261657417356713e-01
1.544607967858362130e-01 -1.027958290158097615e-01 5.688930608134186162e-01
-6.351830240269538963e-02 1.970926417058998237e-01 4.291878577072087420e-01
-6.216848096684229885e-02 1.291736363387379072e-01 4.909674540242993657e-01
-2.809769419581963357e-01 4.276149657632998813e-01 3.516455441238559576e-01
-3.253589525196472210e-02 8.851586254692431210e-02 5.097665084222681164e-01
-2.512192558773733708e-01 3.871914450322171408e-01 3.703363497061984422e-01
