1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.994253535294723712e-01 1.548064374068305188e-02 -3.015480711036284608e-02 -2.894489679152590159e-03 -1.555915971753715592e-02 9.998761381467663467e-01 -2.370846598333866632e-03 5.888244960029235739e-03 3.011436984851763310e-02 2.838667659785632392e-03 9.995424286615071097e-01 -6.554164283916640542e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.990637301970010098e-01 2.933947845924674350e-02 -3.179399327850229717e-02 -5.153338917014685903e-03 -2.938579281895000589e-02 9.995676537643668480e-01 -9.903173231869200413e-04 7.262245624449307005e-03 3.175119187142112775e-02 1.923681818350990924e-03 9.994939525895121246e-01 -9.061124179470020704e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.970882447498052858e-01 6.334705329844966815e-02 -4.245212621478060278e-02 -4.623054321876190337e-03 -6.319713788635891727e-02 9.979892025574244041e-01 4.865525847077371673e-03 1.513733675730710715e-02 4.267498031311581924e-02 -2.168505752682584921e-03 9.990866547192369662e-01 -1.268122011684832788e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.937887229767389252e-01 9.649022575484275666e-02 -5.544015167766081637e-02 -1.215501977759797297e-03 -9.603629774379364437e-02 9.953192333092907296e-01 1.080061666160987699e-02 2.314159057554378979e-02 5.622280320233041112e-02 -5.409264126025653020e-03 9.984035938745848826e-01 -1.674620068077799923e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.879256776387926875e-01 1.437122338911590858e-01 -5.787615477850118623e-02 4.663107152290645041e-03 -1.425418261441666057e-01 9.895004567250181848e-01 2.388878273304642988e-02 4.086378505359414964e-02 6.070159191832141810e-02 -1.535056907718079441e-02 9.980379134920618345e-01 -2.473320432790276219e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.771313743967784404e-01 1.931398421048200198e-01 -8.894536840773718811e-02 1.597474658878070969e-02 -1.906904188810819856e-01 9.810139079448405575e-01 3.533944772841564330e-02 5.593484573358171313e-02 9.408209880960555216e-02 -1.757025357008632632e-02 9.954093855660908208e-01 -3.813302005618296464e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.675119341953750673e-01 2.404408381132558670e-01 -7.815920007855314822e-02 3.246383025227873170e-02 -2.353169567413657681e-01 9.694406001036969256e-01 6.936031098954369145e-02 7.333055527176896016e-02 9.244775313389944071e-02 -4.871474353806149599e-02 9.945251563950077145e-01 -5.522064254048974358e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.608610650166208300e-01 2.679162325667915900e-01 -7.047628013978975148e-02 4.574202476452140370e-02 -2.644082960935018045e-01 9.628245788229454760e-01 5.529089772601659264e-02 7.881454879362555233e-02 8.266962375659112072e-02 -3.449235772797525773e-02 9.959799247807703537e-01 -5.847814962412783285e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.478237946304967076e-01 3.130639585387118284e-01 -6.017484687407029936e-02 5.421408885323122928e-02 -3.106288010841360969e-01 9.493923813537292755e-01 4.651724588286998419e-02 9.239124688927910500e-02 7.169241430777947843e-02 -2.539811196854774994e-02 9.971033715915089690e-01 -6.581596786502090513e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
